"","game_id","game_date","team","FGA_2","FGM_2","FGA_3","FGM_3","FTA","FTM","AST","BLK","STL","TOV","TOV_team","DREB","OREB","F_tech","F_personal","team_score","opponent_team_score","largest_lead","notD1_incomplete","OT_length_min_tot","rest_days","attendance","tz_dif_H_E","prev_game_dist","home_away","home_away_NS","travel_dist"
"3105","game_2022_1553","2021-12-11","ave_maria_gyrenes","37","10","10","3","14","8","3","1","5","30","0","33","5","0","9","37","99","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3106","game_2022_1553","2021-12-11","florida_gulf_coast_eagles","16","13","66","23","5","4","28","3","15","9","0","31","13","0","15","99","37","64","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3119","game_2022_1560","2021-12-11","fisher_college_eagles","33","5","14","4","12","9","5","2","2","28","0","23","4","0","14","31","90","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3120","game_2022_1560","2021-12-11","brown_bears","46","28","31","9","15","7","22","4","20","9","0","33","14","0","14","90","31","59","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3133","game_2022_1567","2021-12-11","texas_am_international_dustdevils","44","20","17","6","16","10","11","1","12","20","1","26","13","0","10","68","55","15","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3134","game_2022_1567","2021-12-11","florida_am_rattlers","32","12","29","7","13","10","11","3","4","25","0","23","17","0","16","55","68","1","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3145","game_2022_1573","2021-12-11","clarion_golden_eagles","28","9","26","4","18","13","7","2","4","11","1","23","7","0","8","43","89","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3146","game_2022_1573","2021-12-11","kent_state_golden_flashes","45","21","31","14","8","5","23","5","8","8","0","37","18","0","17","89","43","46","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3151","game_2022_1576","2021-12-11","bushnell_beacons","28","12","16","5","8","3","8","2","4","28","1","29","4","0","11","42","80","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3152","game_2022_1576","2021-12-11","nevada_wolf_pack","49","23","28","8","13","10","17","1","20","7","0","26","19","0","9","80","42","38","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3153","game_2022_1577","2021-12-11","southern_jaguars","62","28","18","3","17","11","14","2","22","18","1","23","20","0","25","76","56","20","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3154","game_2022_1577","2021-12-11","wiley_wildcats","40","16","13","3","24","15","7","0","6","35","0","25","11","0","18","56","76","6","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3183","game_2022_1592","2021-12-12","tennessee_wesleyan_bulldogs","27","12","22","5","12","5","5","2","1","13","2","21","1","0","8","44","86","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3184","game_2022_1592","2021-12-12","lipscomb_bisons","38","25","31","8","15","12","17","4","4","6","0","34","13","0","9","86","44","45","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3201","game_2022_1601","2021-12-12","unt_dallas_trailblazers","34","11","21","6","12","7","7","2","1","19","0","19","12","0","13","47","92","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3202","game_2022_1601","2021-12-12","abilene_christian_wildcats","38","22","33","13","10","9","23","1","9","3","0","22","13","0","13","92","47","45","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"3263","game_2022_1632","2021-12-12","claflin_panthers","48","15","18","7","6","5","12","1","11","22","1","24","13","0","13","56","62","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3264","game_2022_1632","2021-12-12","winthrop_eagles","43","21","18","4","15","8","18","6","13","24","1","31","15","0","13","62","56","23","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"3265","game_2022_1633","2021-12-12","bowling_green_falcons","48","30","20","7","23","19","22","1","15","11","0","31","14","0","14","100","48","53","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3266","game_2022_1633","2021-12-12","notre_dame_college_oh_blue_falcons","42","19","20","2","7","4","5","0","5","23","2","19","13","0","18","48","100","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3271","game_2022_1636","2021-12-12","quincy_hawks","34","15","13","1","13","12","8","0","3","21","1","24","8","0","12","45","70","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3272","game_2022_1636","2021-12-12","southern_illinois_salukis","53","24","12","4","15","10","17","2","13","11","0","24","16","0","10","70","45","28","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"3275","game_2022_1638","2021-12-12","csu_pueblo_thunderwolves","40","11","20","7","4","2","8","4","6","7","0","25","6","0","16","45","64","11","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3276","game_2022_1638","2021-12-12","colorado_state_rams","32","14","24","9","10","9","17","6","4","11","1","37","8","0","6","64","45","21","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3279","game_2022_1640","2021-12-12","bethesda_university_lion_angels","33","7","13","3","8","5","8","2","0","37","2","22","6","0","12","28","117","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3280","game_2022_1640","2021-12-12","uc_santa_barbara_gauchos","65","41","27","8","13","11","34","7","23","6","0","32","22","0","15","117","28","87","FALSE",NA,"10",NA,NA,NA,"home","0",NA
"3287","game_2022_1644","2021-12-13","stanislaus_state_warriors","50","16","18","5","11","8","9","0","5","6","0","20","12","0","11","55","84","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3288","game_2022_1644","2021-12-13","uc_davis_aggies","41","26","21","8","11","8","21","6","5","10","0","35","9","0","11","84","55","31","FALSE",NA,"9",NA,NA,NA,"home","0",NA
"3295","game_2022_1648","2021-12-13","carver_college_cougars","31","4","18","2","6","1","2","1","3","49","4","15","13","0","20","15","133","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3296","game_2022_1648","2021-12-13","georgia_southern_eagles","69","48","19","5","24","22","22","8","28","11","1","33","22","0","6","133","15","118","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3303","game_2022_1652","2021-12-13","blue_mountain_college_toppers","29","9","27","7","14","11","10","1","6","18","0","21","13","0","18","50","75","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3304","game_2022_1652","2021-12-13","southern_miss_lady_eagles","49","23","21","6","23","11","20","5","15","15","1","28","26","0","16","75","50","30","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"3317","game_2022_1659","2021-12-14","westcliff_warriors","55","18","10","4","13","7","12","3","6","9","0","31","5","0","4","55","79","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3318","game_2022_1659","2021-12-14","utah_tech_trailblazers","35","21","35","11","5","4","15","3","6","9","0","42","8","0","15","79","55","24","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3341","game_2022_1671","2021-12-14","faulkner_eagles","26","9","22","7","15","12","9","1","3","23","5","27","11","0","12","51","91","9","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3342","game_2022_1671","2021-12-14","south_alabama_jaguars","27","14","40","19","9","6","24","5","12","6","0","23","9","0","10","91","51","42","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3345","game_2022_1673","2021-12-14","bluefield_state_big_blues","29","6","22","4","8","6","6","2","5","14","2","19","10","0","5","30","76","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3346","game_2022_1673","2021-12-14","liberty_flames","45","27","22","6","6","4","20","6","10","7","0","32","16","0","8","76","30","48","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3367","game_2022_1684","2021-12-15","northland_lumberjacks","32","7","12","1","4","2","3","0","5","26","1","14","3","0","12","19","92","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3368","game_2022_1684","2021-12-15","st_thomas_minnesota_tommies","46","30","33","8","13","8","20","6","16","10","1","34","28","0","10","92","19","73","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3371","game_2022_1686","2021-12-15","south_dakota_state_jackrabbits","38","22","25","11","24","13","22","8","11","10","0","29","17","0","6","90","43","47","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3372","game_2022_1686","2021-12-15","dakota_wesleyan_tigers","49","20","12","1","0","0","12","1","5","17","1","19","11","0","16","43","90","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3377","game_2022_1689","2021-12-15","wright_state_raiders","50","21","25","14","12","7","18","4","10","10","0","31","15","0","4","91","60","36","FALSE",NA,"21",NA,NA,NA,"home","0",NA
"3378","game_2022_1689","2021-12-15","lake_erie_storm","48","20","23","6","4","2","9","1","5","17","0","26","15","0","12","60","91","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3379","game_2022_1690","2021-12-15","alcorn_state_lady_braves","25","7","25","6","8","4","11","2","6","26","3","12","9","0","21","36","100","2","TRUE",NA,NA,"5408","0","591","away","-1","153"
"3380","game_2022_1690","2021-12-15","lsu_tigers","46","32","16","6","29","18","17","0","17","13","0","29","17","0","11","100","36","66","FALSE",NA,"3","5408","0","0","home","1","0"
"3391","game_2022_1696","2021-12-15","lsu_shreveport_pilots","27","5","21","10","8","5","10","3","6","22","0","16","4","4","16","45","90","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3392","game_2022_1696","2021-12-15","louisiana_ragin_cajuns","48","22","17","9","22","19","19","2","12","14","0","32","17","0","9","90","45","45","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3393","game_2022_1697","2021-12-15","alabama_huntsville_chargers","41","17","17","3","20","14","11","1","4","28","1","18","12","0","16","57","107","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3394","game_2022_1697","2021-12-15","troy_trojans","61","36","24","7","21","14","22","10","15","16","0","29","27","0","19","107","57","50","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3395","game_2022_1698","2021-12-15","north_dakota_fighting_hawks","59","22","10","3","24","19","10","7","8","9","0","31","12","0","17","72","65","9","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3396","game_2022_1698","2021-12-15","mayville_st_comets","41","16","26","6","22","15","12","9","6","17","2","34","17","0","16","65","72","6","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3399","game_2022_1700","2021-12-15","alderson_broaddus_battlers","30","12","25","9","12","5","13","2","5","29","4","30","14","0","24","56","88","7","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3400","game_2022_1700","2021-12-15","marshall_thundering_herd","50","26","22","8","21","12","22","4","11","9","0","23","14","0","12","88","56","40","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3401","game_2022_1701","2021-12-15","charleston_cougars","55","38","34","7","10","5","30","6","29","11","0","33","18","0","9","102","25","77","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"3402","game_2022_1701","2021-12-15","agnes_scott_college_scotties","37","9","13","1","9","4","4","2","2","39","3","31","9","0","10","25","102","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3415","game_2022_1708","2021-12-15","william_peace","31","12","9","2","23","14","6","0","8","32","1","26","9","0","21","44","85","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3416","game_2022_1708","2021-12-15","campbell_fighting_camels","33","18","35","12","23","13","23","6","17","12","0","23","18","0","21","85","44","46","FALSE",NA,"9",NA,NA,NA,"home","0",NA
"3417","game_2022_1709","2021-12-15","piedmont_lions","46","15","17","9","8","7","15","5","7","25","1","24","14","0","11","64","86","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3418","game_2022_1709","2021-12-15","presbyterian_blue_hose","51","27","19","8","11","8","21","6","15","17","0","26","13","0","11","86","64","26","FALSE",NA,"10",NA,NA,NA,"home","0",NA
"3427","game_2022_1714","2021-12-16","spalding_pelicans","35","12","17","5","12","9","9","2","4","21","1","12","11","0","7","48","105","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3428","game_2022_1714","2021-12-16","bellarmine_knights","38","27","25","15","8","6","29","8","15","12","0","26","10","0","12","105","48","57","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3449","game_2022_1725","2021-12-16","tennessee_wesleyan_bulldogs","36","10","21","3","6","5","7","3","10","19","2","17","6","0","14","34","84","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3450","game_2022_1725","2021-12-16","tennessee_tech_golden_eagles","35","19","25","11","14","13","20","5","13","19","0","39","13","0","11","84","34","50","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3453","game_2022_1727","2021-12-16","bob_jones","22","4","22","5","19","13","3","0","10","30","3","15","7","0","13","36","86","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3454","game_2022_1727","2021-12-16","south_carolina_upstate_spartans","35","27","19","9","12","5","30","5","18","20","1","29","6","0","26","86","36","53","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3455","game_2022_1728","2021-12-16","central_arkansas_sugar_bears","44","22","13","4","22","14","17","0","20","19","0","27","16","1","12","70","32","41","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3456","game_2022_1728","2021-12-16","central_baptist_college_mustangs","27","7","22","4","8","6","5","1","9","28","0","18","11","0","22","32","70","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3459","game_2022_1730","2021-12-16","antelope_valley","36","8","28","4","18","11","10","2","8","18","0","25","13","0","17","39","88","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3460","game_2022_1730","2021-12-16","uc_riverside_highlanders","43","28","22","7","19","11","16","2","12","15","0","42","9","0","13","88","39","50","FALSE",NA,"25",NA,NA,NA,"home","0",NA
"3473","game_2022_1737","2021-12-17","schreiner_mountaineers","44","14","13","2","21","11","10","2","13","22","1","16","15","0","16","45","83","6","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3474","game_2022_1737","2021-12-17","texas_am_corpus_christi_islanders","64","33","7","2","19","11","22","12","17","20","2","30","25","0","21","83","45","41","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3477","game_2022_1739","2021-12-17","davis_elkins_senators","21","7","32","3","8","4","5","1","2","15","2","22","7","0","18","27","71","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3478","game_2022_1739","2021-12-17","youngstown_state_penguins","31","15","25","9","18","14","14","4","7","15","1","37","13","0","6","71","27","44","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"3597","game_2022_1799","2021-12-18","fresno_state_bulldogs","40","20","22","9","23","14","15","2","12","12","0","38","16","0","12","81","29","52","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3598","game_2022_1799","2021-12-18","uc_merced_bobcats","38","8","22","2","14","7","3","0","5","18","0","22","16","0","18","29","81","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3599","game_2022_1800","2021-12-18","eastern_kentucky_colonels","46","18","15","2","19","14","14","3","13","12","0","24","14","2","14","56","49","9","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3600","game_2022_1800","2021-12-18","pikeville_bears","33","11","18","6","14","9","12","1","8","22","2","30","12","0","17","49","56","9","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3601","game_2022_1801","2021-12-18","alabama_state_lady_hornets","49","27","12","4","18","14","20","6","10","19","2","30","14","0","16","80","44","36","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3602","game_2022_1801","2021-12-18","mobile_rams","40","15","18","2","16","8","9","5","7","21","1","17","12","0","11","44","80","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3607","game_2022_1804","2021-12-18","st_francis_brooklyn_terriers","43","25","24","9","10","8","22","7","14","13","0","33","13","0","10","85","37","49","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3608","game_2022_1804","2021-12-18","caldwell_cougars","31","8","23","5","10","6","9","2","9","22","0","19","11","0","12","37","85","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3611","game_2022_1806","2021-12-18","ohio_christian_trailblazers","37","14","26","6","6","5","9","3","2","22","0","26","9","0","17","51","104","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3612","game_2022_1806","2021-12-18","cleveland_state_vikings","47","30","35","12","15","8","31","5","13","9","0","35","20","0","7","104","51","53","FALSE",NA,"15",NA,NA,NA,"home","0",NA
"3635","game_2022_1818","2021-12-19","simpson_university_ca_red_hawks","46","16","20","2","10","7","16","2","11","17","0","22","14","0","11","45","73","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3636","game_2022_1818","2021-12-19","portland_state_vikings","54","23","15","4","16","15","19","5","12","18","0","34","19","0","15","73","45","35","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3643","game_2022_1822","2021-12-19","north_dakota_state_bison","37","17","28","10","23","18","16","2","15","14","0","33","17","0","8","82","36","48","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3644","game_2022_1822","2021-12-19","jamestown_jimmies","34","10","19","4","6","4","6","1","8","23","0","23","7","0","18","36","82","4","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3665","game_2022_1833","2021-12-19","arkansas_state_red_wolves","54","30","30","10","10","7","27","9","13","10","0","40","21","0","14","97","48","50","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"3666","game_2022_1833","2021-12-19","hendrix_college_warriors","40","9","27","9","7","3","9","0","4","17","0","25","11","0","9","48","97","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3753","game_2022_1877","2021-12-20","sam_houston_bearkats","76","50","15","6","17","14","28","8","20","15","0","34","24","0","14","132","55","77","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3754","game_2022_1877","2021-12-20","arlington_baptist_patriots","52","16","17","6","11","5","16","0","3","32","1","14","17","0","14","55","132","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3781","game_2022_1891","2021-12-20","santa_clara_broncos","44","28","32","8","9","8","26","4","15","10","0","22","22","0","13","88","30","58","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3782","game_2022_1891","2021-12-20","holy_names_university_hawks","20","4","15","5","8","7","5","0","6","33","5","18","4","0","5","30","88","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3789","game_2022_1895","2021-12-20","johnson_wales_nc_wildcats","37","7","30","5","7","5","6","3","5","29","1","30","8","0","24","34","101","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3790","game_2022_1895","2021-12-20","north_carolina_central_eagles","67","31","21","6","28","21","25","3","15","16","0","48","24","0","12","101","34","55","FALSE",NA,"14",NA,NA,NA,"home","0",NA
"3799","game_2022_1900","2021-12-20","warner_pacific_knights","32","11","23","4","7","5","7","1","11","19","0","14","7","0","17","39","90","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3800","game_2022_1900","2021-12-20","boise_state_broncos","45","25","25","9","19","13","25","4","10","16","0","34","22","0","9","90","39","52","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3803","game_2022_1902","2021-12-20","seattle_u_redhawks","45","20","18","4","14","9","15","2","10","17","0","38","16","0","14","61","38","26","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3804","game_2022_1902","2021-12-20","western_oregon_wolves","28","6","31","8","5","2","9","4","12","18","1","26","8","0","11","38","61","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3841","game_2022_1921","2021-12-21","abilene_christian_wildcats","30","21","48","14","12","9","24","3","15","11","0","24","28","0","12","93","35","58","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3842","game_2022_1921","2021-12-21","mcmurry_war_hawks","23","6","20","6","14","5","7","1","7","25","2","9","8","0","12","35","93","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3857","game_2022_1929","2021-12-21","point_park_pioneers","29","14","23","3","7","4","8","2","5","27","2","25","8","0","22","41","87","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3858","game_2022_1929","2021-12-21","youngstown_state_penguins","34","20","37","11","18","14","23","2","16","12","0","28","15","0","13","87","41","46","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3899","game_2022_1950","2021-12-21","austin_peay_governors","46","19","24","10","10","6","18","1","11","11","1","34","18","0","4","74","35","41","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"3900","game_2022_1950","2021-12-21","tennessee_southern_firehawks","53","14","14","1","5","4","6","3","4","18","1","23","19","0","8","35","74","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3901","game_2022_1951","2021-12-21","antelope_valley","20","1","32","6","16","12","6","1","6","29","0","24","12","0","17","32","90","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3902","game_2022_1951","2021-12-21","cal_state_northridge_matadors","45","28","19","6","23","16","25","2","20","11","1","34","9","0","15","90","32","61","FALSE",NA,"6",NA,NA,NA,"home","0",NA
"3907","game_2022_1954","2021-12-22","campbellsville_harrodsburg_pioneers","47","17","17","3","24","20","3","3","16","23","1","25","14","0","22","63","82","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3908","game_2022_1954","2021-12-22","bellarmine_knights","42","20","26","8","22","18","15","2","15","22","0","33","17","0","22","82","63","19","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3969","game_2022_1985","2021-12-28","northern_colorado_bears","50","26","23","8","11","6","23","4","12","16","0","32","20","0","12","82","54","32","FALSE",NA,"9",NA,NA,NA,"home","0",NA
"3970","game_2022_1985","2021-12-28","kansas_wesleyan_coyotes","43","17","15","4","8","8","7","2","9","16","0","22","5","0","10","54","82","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3971","game_2022_1986","2021-12-28","nelson_lions","45","12","15","4","6","4","3","0","10","23","3","14","8","0","11","40","110","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3972","game_2022_1986","2021-12-28","new_mexico_state_aggies","54","33","26","11","14","11","24","5","12","16","0","38","24","0","9","110","40","72","FALSE",NA,"10",NA,NA,NA,"home","0",NA
"3977","game_2022_1989","2021-12-28","west_chester_golden_rams","42","9","17","4","4","1","9","3","8","20","0","26","8","0","16","31","64","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3978","game_2022_1989","2021-12-28","george_washington_revolutionaries","56","21","19","2","21","16","12","4","13","15","0","39","28","0","10","64","31","33","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"3981","game_2022_1991","2021-12-28","union_ny_garnet_chargers","40","9","14","3","11","10","7","3","2","19","1","20","9","0","13","37","88","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3982","game_2022_1991","2021-12-28","ualbany_great_danes","45","19","21","10","22","20","19","5","14","12","2","33","18","0","8","88","37","51","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"4017","game_2022_2009","2021-12-29","cornell_big_red","39","22","22","11","8","5","24","1","15","15","1","15","11","0","11","82","48","39","FALSE",NA,"21",NA,NA,NA,"home","0",NA
"4018","game_2022_2009","2021-12-29","lock_haven_university_bald_eagles","32","14","14","5","11","5","13","2","7","28","2","17","12","0","10","48","82","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4087","game_2022_2044","2021-12-30","liberty_flames","32","21","17","5","24","18","24","6","7","18","0","30","12","0","13","75","39","38","FALSE",NA,"12",NA,NA,NA,"home","0",NA
"4088","game_2022_2044","2021-12-30","lee_flames","29","7","22","7","6","4","11","0","7","16","0","14","7","0","15","39","75","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4107","game_2022_2054","2021-12-30","pennsylvania_quakers","42","30","29","9","2","2","22","2","16","13","0","33","13","0","14","89","29","60","FALSE",NA,"20",NA,NA,NA,"home","0",NA
"4108","game_2022_2054","2021-12-30","ursinus_bears","20","3","25","6","8","5","9","1","5","27","3","18","5","0","4","29","89","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4113","game_2022_2057","2021-12-30","jarvis_christian_bulldogs","32","12","24","3","33","19","8","1","5","20","0","25","13","0","14","52","80","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4114","game_2022_2057","2021-12-30","prairie_view_am_lady_panthers","57","25","23","7","15","9","27","7","16","15","2","37","26","0","26","80","52","36","FALSE",NA,"11",NA,NA,NA,"home","0",NA
"4141","game_2022_2071","2021-12-31","eastern_kentucky_colonels","51","25","17","4","22","17","12","9","6","11","0","30","12","0","22","79","72","8","FALSE",NA,"10",NA,NA,NA,"home","0",NA
"4142","game_2022_2071","2021-12-31","cumberland_ky_indians","41","22","22","5","23","13","13","1","7","14","0","30","13","0","27","72","79","11","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4181","game_2022_2091","2022-01-01","erskine_flying_fleet","24","4","27","5","8","3","5","3","7","16","3","14","5","0","11","26","72","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4182","game_2022_2091","2022-01-01","wofford_terriers","26","12","31","14","7","6","19","3","8","16","0","29","13","0","12","72","26","47","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"4219","game_2022_2110","2022-01-01","florida_international_panthers","44","19","40","10","14","10","19","2","18","14","0","26","23","0","21","78","53","27","FALSE",NA,"18",NA,NA,NA,"home","0",NA
"4220","game_2022_2110","2022-01-01","ave_maria_gyrenes","40","13","9","2","29","21","5","8","4","28","0","34","11","0","17","53","78","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4255","game_2022_2128","2022-01-02","central_arkansas_sugar_bears","65","24","5","0","31","23","10","3","5","12","0","34","25","0","20","71","63","12","FALSE",NA,"15",NA,NA,NA,"home","0",NA
"4256","game_2022_2128","2022-01-02","jarvis_christian_bulldogs","35","14","18","6","23","17","6","2","4","9","0","26","3","0","28","63","71","6","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4261","game_2022_2131","2022-01-02","montreat_cavaliers","30","8","15","1","10","4","4","1","3","26","4","15","9","0","13","23","79","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4262","game_2022_2131","2022-01-02","western_carolina_catamounts","45","23","17","7","18","12","19","2","16","14","1","29","17","0","14","79","23","58","FALSE",NA,"13",NA,NA,NA,"home","0",NA
"4303","game_2022_2152","2022-01-03","florida_international_panthers","37","21","34","11","24","18","16","6","17","20","0","26","17","0","17","93","53","41","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"4304","game_2022_2152","2022-01-03","ave_maria_gyrenes","50","19","9","2","12","9","10","3","8","34","3","25","14","0","19","53","93","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4363","game_2022_2182","2022-01-05","alcorn_state_lady_braves","37","14","20","5","9","6","5","1","7","15","1","18","8","0","19","49","75","0","TRUE",NA,NA,"603","0","224","away","-1","97"
"4364","game_2022_2182","2022-01-05","jackson_state_lady_tigers","34","21","22","5","28","18","8","5","9","14","0","27","11","0","9","75","49","33","FALSE",NA,"16","603","0","181","home","1","0"
"4707","game_2022_2354","2022-01-09","mcneese_cowgirls","47","29","27","14","12","8","35","5","19","13","0","35","13","0","21","108","39","71","FALSE",NA,"18",NA,NA,NA,"home","0",NA
"4708","game_2022_2354","2022-01-09","ecclesia_royals","32","8","13","2","25","17","6","0","6","27","0","20","4","0","7","39","108","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4729","game_2022_2365","2022-01-10","alabama_state_lady_hornets","42","23","17","6","15","10","17","4","9","19","0","33","14","0","16","74","39","38","FALSE",NA,"2","175","0","0","home","1","0"
"4730","game_2022_2365","2022-01-10","alcorn_state_lady_braves","30","11","29","3","12","8","6","2","12","20","2","19","15","0","17","39","74","5","TRUE",NA,NA,"175","0","370","away","-1","455"
"4767","game_2022_2384","2022-01-11","champion_christian_tigers","40","17","22","6","25","15","13","5","11","16","0","28","9","0","19","67","79","12","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"4768","game_2022_2384","2022-01-11","northwestern_state_lady_demons","52","24","24","7","12","10","20","2","13","18","0","33","18","0","21","79","67","18","FALSE",NA,"24",NA,NA,NA,"home","0",NA
"5207","game_2022_2604","2022-01-15","alcorn_state_lady_braves","33","15","24","7","14","9","9","1","6","22","1","19","9","1","26","60","63","4","TRUE",NA,NA,NA,"0","455","home","1","0"
